TABLE_DUMP_V2|12/30/14 09:53:03|A|203.189.128.233|23673|0.0.0.0/0|23673 2914|IGP
TABLE_DUMP_V2|01/05/15 08:17:22|A|147.28.7.2|3130|1.0.0.0/24|3130 1239 15169|IGP
TABLE_DUMP_V2|01/02/15 21:00:47|A|162.243.188.2|393406|1.0.0.0/24|393406 2914 15169|IGP
TABLE_DUMP_V2|01/06/15 15:46:07|A|167.142.3.6|5056|1.0.0.0/24|5056 6461 15169|IGP
TABLE_DUMP_V2|12/30/14 09:53:59|A|85.114.0.217|8492|1.0.0.0/24|8492 15169|IGP
TABLE_DUMP_V2|12/30/14 09:53:04|A|203.189.128.233|23673|1.0.0.0/24|23673 15169|IGP
TABLE_DUMP_V2|12/30/14 09:52:50|A|134.222.87.1|286|1.0.0.0/24|286 15169|IGP
TABLE_DUMP_V2|12/27/14 16:44:56|A|216.18.31.102|6539|1.0.0.0/24|6539 577 15169|IGP
TABLE_DUMP_V2|12/27/14 16:00:27|A|144.228.241.130|1239|1.0.0.0/24|1239 15169|IGP
TABLE_DUMP_V2|12/27/14 16:00:26|A|164.128.32.11|3303|1.0.0.0/24|3303 15169|IGP
TABLE_DUMP_V2|01/05/15 08:17:23|A|147.28.7.2|3130|1.38.0.0/17|3130 2914 1273 55410 38266 {38266 12345}|INCOMPLETE
TABLE_DUMP_V2|12/30/14 09:56:13|A|203.189.128.233|23673|1.38.0.0/17|23673 1299 1273 55410 38266 {38266}|INCOMPLETE
TABLE_DUMP_V2|01/02/15 01:50:14|A|168.209.255.56|3741|49.231.224.0/19|3741 9304 45430 |IGP
TABLE_DUMP_V2|12/25/14 17:46:35|A|208.51.134.246|3549|49.231.224.0/19|3549 174 9304 45430 |IGP

